Type,Model,Processor,RAM,Graphics Card,Storage,Screen Size,Price,Average Rating,Speed,COUNT
Laptop,Acer Predator Helios Neo NH.QRAEC.001,Intel Core i7 13700h,32GB,NVIDIA GeForce RTX 3050 Ti,512GB SSD,16 inches,9500,0.52275,,12
Laptop,Lenovo Legion 5 15IAH7H 82RB00CFIV,Intel Core i5 13600k,8GB,NVIDIA GeForce RTX 3060,256GB SSD,15.6 inches,4200,0.422,,13
Laptop,Asus ROG Strix Scar 15 G533ZS-HF031,Intel Core i5 13400,16GB,NVIDIA GeForce RTX 3080,1TB,15.6 inches,8670,0.2795,,6
Laptop,Asus ROG Strix G16 G614JV-N4104,Intel Core i7 13700h,32GB,NVIDIA GeForce RTX 4060,500GB SSD,16 inches,7500,0.52275,,14
Laptop,Asus ROG Strix Scar G16 G614JV-N4250W,Intel Core 5 14600kf,8GB,NVIDIA GeForce RTX 4060,500GB SSD,16 inches,6200,0.3935,,5
Laptop,HP Victus 16 16-d0005nj 4P4B7EA,Intel Core i7 11700,32GB,NVIDIA GeForce RTX 3050,2TB SSD,16.1 inches,8000,0.411,,11
Laptop,Acer Predator Helios Neo NH.QLUEC.00W,Intel Core i9 13900f,32GB,NVIDIA GeForce RTX 4060,2TB SSD,16.1 inches,11000,0.8145,,15
Laptop, Asus TUF Gaming F15 FX507VV-LP166,Intel Core i5 13400,16GB,NVIDIA GeForce RTX 4060,1TB SSD,15.6 inches,4200,0.2795,,10
Laptop,Lenovo IdeaPad Gaming 3 15IAH7 82S90137IV,Intel Core i9 14900hx,32GB,NVIDIA GeForce RTX 3050,1TB SSD,15.6 inches,7970,0.929,,8
Laptop,Lenovo Legion Pro 7 16IRX8 82WR001AIV,Intel Core i9 13900hx,32GB,NVIDIA GeForce RTX 4070,1TB SSD,17 inches,10700,0.739,,7
Laptop,Lenovo Legion 5 Pro 16IAH7H 82RF0075IV,Intel Core i9 14900hx,16GB,NVIDIA GeForce RTX 3060,512GB SSD,15.6 inches,7000,0.929,,12
Laptop,Lenovo Legion Pro 5 16IRX9 83DF008WIV ,Intel Core i5 14600kf,16GB,NVIDIA GeForce RTX 4060,512GB SSD,15.6 inches,4990,0.3935,,9
Laptop, Lenovo Legion Pro 5 16IRX9 83DF0090IV,Intel Core i9 12900f,32GB,NVIDIA GeForce RTX 4060,1TB SSD,17 inches,9000,0.5,,14
Laptop,Lenovo Legion 5 Pro 16ARH7H 82RG00B2IV,Intel Core i7 13700f,32GB,NVIDIA GeForce RTX 4061,1TB SSD,16.1 inches,9500,0.5,,6
Laptop,Acer Predator Helios Neo NH.QLUEC.00F,Intel Core i9 13900hx,32GB,NVIDIA GeForce RTX 4060,1TB SSD,16.1 inches,7800,0.739,,13
Laptop,Asus ROG Strix 16 G614JJ-N3068,Intel Core i7 12700kf,16GB,NVIDIA GeForce RTX 3050,512GB SSD,16.1 inches,6800,0.4455,,11
Laptop,Lenovo Legion 5 15ARH05H 82B100A1IV ,AMD Ryzen 7,16GB,NVIDIA Geforce RTX 2060,512GB SSD,16.1 inches,5750,0.3715,,15
Laptop,Dell Inspiron G15 Gaming G5520-8014,Intel Core i7-10700,16GB,NVIDIA GeForce RTX 3050 Ti,512GB SSD,16.1 inches,5800,0.3615,,8
Phone,Samsung Galaxy M55 SM-M556B,Snapdragon 7 Gen 1,8 GB,,256 GB,6.7 inshes,1697,0.27835,120 Hz,10
Phone,Samsung Galaxy Z Flip5 SM-F731B,Snapdragon 8 Gen 2,8 GB,,256 GB,6.7 inshes,3175,0.59875,120 Hz,7
Phone,Google Pixel 7 Pro,Google Tensor G2,12 GB,,128 GB,6.7 inshes,2146,0.3693,120 Hz,5
Phone,Samsung Galaxy S21 5G SM-G991B,Exynos 2100,8 GB,,256 GB,6.2 inshes,1399,0.33745,120 Hz,12
Phone,Apple iPhone 14,Apple A15 Bionic,6 GB,,512 GB,6.1 inshes,3199,0.54445,120 Hz,14
Phone,Apple iPhone 11,Apple A13 Bionic,4 GB,,64 GB,6.1 inshes,1489,0.34645,120 Hz,11
Phone,Samsung Galaxy S20 Plus 5G SM-G986B,Exynos 990,8 GB,,128 GB,6.7 inshes,1255,0.17025,120 Hz,9
Phone,Apple iPhone 13 mini,Apple A15 Bionic,4 GB,,256 GB,5.4 inshes,2698,0.5194,120 Hz ,13
Phone,OnePlus 10 Pro,Snapdragon 8 Gen 1,12 GB,,256 GB,6.7 inshes,2599,0.46195,120 Hz,6
Phone,Galaxy A53 5G SM-A536E,Exynos 1200,8 GB,,128 GB,6.46 inshes,1115,0.27925,120 Hz,8
Phone,Apple iPhone 14 Pro,Apple A16 Bionic,8 GB,,512 GB,6.1 inshes,3966,0.6583,120 Hz,10
Phone,Google Pixel 7,Google Tensor G2,8 GB,,256 GB,6.3 inshes,1745,0.34925,90 Hz,7
Phone,Samsung Galaxy A35 SM-A356E,Exynos 1380,6 GB,,128 GB,6.6 inshes,1147,0.22735,120 Hz,15
Phone,Nokia 225,Unisoc UMS9117,64 MB,,128 MB,2.4 inshes,293,0.05915,None,11
Phone,Samsung Galaxy A04E SM-A042F,None,3 GB,,32 GB,6.5 inshes,340,,None,14
Phone,Apple iPhone 13 Pro Max,Apple A15 Bionic,6 GB,,128 GB,6.7 inshes,3723,0.57065,None,9
Phone,Apple iPhone 12 mini,Apple A14,4 GB,,256 GB,5.4 inshes,1849,0.40845,None,12
Phone,Samsung Galaxy Z Fold4 SM-F936B,Snapdragon 8+ Gen 1,12 GB,,256 GB,7.6 inshes,3720,0.543,120 Hz,5
Phone,Samsung Galaxy A34 5G SM-A346E/DSN,Mediatek MT6877V Dimensity 1080,8 GB,,128 GB,6.6 inshes,908,0.1889,120 Hz,6
Phone,Xiaomi Redmi A2 Plus,Mediatek Helio G36,3 GB,,64 GB,6.52 inshes,350,0.0635,None,10
Phone,Apple iPhone 15 Pro Max,Apple A17 Pro,8 GB,,1 TB,6.7 inshes,7000,0.85,120 Hz,15
Phone,Samsung Galaxy S23 Plus 5G SM-S916B/DS,Snapdragon 8 Gen 2,8 GB,,512 GB,6.6 inshes,3228,0.6014,120 Hz,6
Phone,Xiaomi Redmi A3,Mediatek Helio G36,4 GB,,128 GB,6.71 inshes ,438,0.0679,90 Hz,5
Phone,Google Pixel 6a,Google Tensor,6 GB,,128 GB,6.1 inshes,1168,0.3119,None,7
Phone,Xiaomi Poco F5 Pro,Snapdragon 8+ Gen 1,12 GB,,512 GB,6.67 inshes,2000,0.457,120 Hz,9
Phone,Samsung Galaxy S21 Ultra 5G SM-G998B/DS,Exynos 2100,None,,128 GB,6.8 inshes,1838,0.3594,120 Hz,13
Phone,Xiaomi Redmi A3,Mediatek Helio G36,4 GB,,128 GB,6.71 inshes ,438,0.0679,90 Hz,14
Phone,Samsung Galaxy Note 20 5G SM-N981B/DS,Exynos 990,8 GB,,256 GB,6.7 inshes,1795,0.25825,None,11
Phone,Samsung Galaxy A73 5G SM-A736B/DS,Snapdragon 778G,8 GB,,128 GB,6.7 inshes,1750,0.269,120 Hz,8
Phone,Apple iPhone 14 Pro Max,Apple A16 Bionic,6 GB,,128 GB,6.7 inshes,4700,0.695,120 Hz,10
Phone,Xiaomi Redmi Note 13 Pro Plus,Mediatek Dimensity 7200 Ultra,8 GB,,256 GB,6.67 inshes,1440,0.251,120 Hz,9
Phone,Samsung Galaxy A15 SM-A155F/DS,Mediatek Helio G99,8 GB,,256 GB,6.5 inshes,735,0.14275,90 Hz,15
Phone,Apple iPhone 12 Pro,Apple A14 Bionic,6 GB,,128 GB,6.1 inshes,2653,0.44865,None,12
Phone,Samsung Galaxy Note 10 SM-N970F,Exynos 9825,8 GB,,256 GB,6.3 inshes,1400,0.3315,None,6
Phone,Nokia 2660 Flip,Unisoc T107,48 MB,,128 MB,2.8 inshes,319,0.06195,None,5
Phone,Samsung Galaxy S20 Ultra SM-G988B/DS,Exynos 990,12 GB,,128 GB,6.9 inshes,1754,0.1952,120 Hz,13
Phone,Apple iPhone 15 Pro,Apple A17 Pro,8 GB,,1 TB,6.1 inshes,6570,0.8285,120 Hz,10
Phone,Samsung Galaxy S10 SM-G973F,Exynos 9820,8 GB,,128 GB,6.1 inshes,1040,0.256,None,9
Phone,Xiaomi Redmi Note 12S,Mediatek Helio G96,8 GB,,256 GB,6.43 inshes,919,0.15045,90 Hz,8
Phone,Samsung Galaxy Note 10 Plus SM-N975F,Exynos 9825,12 GB,,256 GB,6.8 inshes,1639,0.34345,None,15
Phone,Nokia 110,None,128 MB,,48 MB,1.8 inshes,205,,None,12
Phone,Google Pixel 7 Pro,Google Tensor G2,12 GB,,256 GB,6.7 inshes,2560,0.39,120 Hz,7
Phone,Xiaomi Redmi Note 12,Snapdragon 4 Gen 1,8 GB,,128 GB,6.67 inshes,649,0.14895,120 Hz,14
Phone,Samsung Galaxy A72 SM-A725F/DS,Snapdragon 720G,8 GB,,128 GB,6.7 inshes,1520,0.1855,90 Hz,11
Phone,Samsung Galaxy S20 5G SM-G981B/DS,Exynos 990,8 GB,,128 GB,6.2 inshes,1250,0.17,120 Hz,10
Phone,Apple iPhone 13 mini ,Apple A15 Bion,4 GB,,512 GB,5.4 inshes,3398,0.5544,120 Hz,6
Phone,Apple iPhone SE ,Apple A15 Bionic,4 GB,,64GB,4.7 inshes,1495,0.45925,60 Hz,8
Phone,Huawei P30 Pro ,Kirin 980,6GB,,128GB,6.47? inshes,1580,0.227,60 Hz,9
Phone,Samsung Galaxy Note 9 SM-N960F,Exynos 9810,6GB,,128GB,6.4 inshes ,999,0.24095,60  Hz,12
Phone,Samsung Galaxy S21 Ultra 5G SM-G998B/DS , Exynos 2100, 16GB,,512 GB,6.8 inshes ,2460,0.3905,120 Hz,7
Phone,Samsung Galaxy S20 Ultra 5G SM-G988U , Exynos 990,12GB,, 128GB,6.9 inshes ,1690,0.192,120  Hz,14
Phone,Samsung Galaxy A14 SM-A145F/DS,Mediatek MT676,6GB,,128GB ,6.6 inshes ,604,0.0922,None,15
Phone,Samsung Galaxy Note 20 SM-N980F/DS,Exynos 990,8GB,,256 GB,6.7 inshes,2299,0.22245,60 Hz,13
Phone,Samsung Galaxy S9 SM-G960F,Exynos 9810,4 GB,,64 GB,5.8 inshes,924,0.2372,None,11
Phone,Apple iPhone 12 Pro ,Apple A14 Bion,6 GB,,256 GB,6.1 inshes,3170,0.4745,120 Hz,10
Phone,Samsung Galaxy A52 SM-A525F/DS ,Snapdragon 720G,6 GB,,128GB ,6.5 inshes,1364,0.1777,90 Hz,6
Phone,Samsung Galaxy F54 SM-E546B/DS,Exynos 1380,8 GB,,256GB,6.7 inshes,1375,0.23875,120  Hz,7
Phone,iPhone X, Apple A11 Bion.,3 GB ,,64GB,5.8  inshes,1298,0.1414,60 Hz,12
Phone,Samsung Galaxy A71 SM-A715F , Snapdragon 730,8 GB,,128GB,6.7  inshes,1399,0.18645,60 Hz,8
Phone,Blackview A95 128GB ,Mediatek MT677,8 GB,,128GB,6.53 nshes,592,0.1111,None,9
Phone,Apple iPhone 11,Apple A13,4 GB,, 256GB,6.1  inshes,2159,0.36945,60 Hz,14
Phone,Apple iPhone 14 Pro Max,Apple A16 Bion,6  GB,,1 TB,6.7  inshes,5285,0.72425,120  Hz,5
Phone,Samsung Galaxy A14 SM-A145F/DS, Mediatek MT676,4GB,,128GB,6.6 inshes ,598,0.0919,None,15
Phone,Samsung Galaxy A51 SM-A515F,Exynos 9611,6GB,,128GB,6.5 inshes ,894,0.1657,None,11
Phone,Samsung Galaxy A35 SM-A356E/DS ,Exynos 1380,8GB,,256 GB,6.6 inshes ,1340,0.237,120 Hz,10
Phone,Xiaomi Redmi Note 12 Pro 5G, Mediatek MT6877V,8GB,,256 GB,6.67?  inshes ,1375,0.21225,120  Hz,7
Phone,Apple iPhone 13 Pro Max,Apple A15 Bion,6 GB,,512GB,6.7  inshes ,4460,0.6075,120 Hz,8
Phone,Samsung Galaxy S23 SM-S9110,Snapdragon 8 G,8 GB,,256GB,6.6 inshes ,2790,0.5795,120 Hz,12
Phone,Apple iPhone XR,Apple A12 Bion,3 GB,,64 GB,6.1 inshes ,1419,0.21495,60 Hz,9
Phone,Blackview A100,MediaTek Heilo,6GB,,128 GB,6.67 inshes ,550,0.0895,None,6
Phone,Blackview BV9200,MediaTek Heilo,8 GB,,256 GB,6.6 inshes ,1389,0.13145,120 Hz,13
Phone,Apple iPhone SE,Apple A13 Bion,3 GB,, 64GB,4.7 inshes ,1045,0.31375,60 Hz,15
Phone,Samsung Galaxy Z Flip3 SM-F711B , Snapdragon 888,8 GB,,256 GB,6.7 inshes ,2158,0.3829,120 HZ,7
Phone,Blackview BV4900 Pro, MediaTek Helio, 4 GB,,64GB,5.7 inshes ,589,0.09145,None,14
Phone,Apple iPhone 11 Pro,Apple A13,4GB,,256 GB ,5.8 inshes ,2587,0.39085,60 Hz,11
Phone,iPhone 8 Plus,Apple A11 Bion,3 GB,,64GB,5.5 inshes ,1229,0.13795,60 Hz,10
Phone,Apple iPhone SE, Apple A15 Bion,4GB,,256 GB,4.7 nshes ,1990,0.484,60 Hz,6
Phone,Samsung Galaxy S10 5G SM-G977B , Exynos 9820,8GB,,256 GB,6.7 inshes ,1398,0.2739,60 Hz,12
Phone,Xiaomi Redmi Note 12 Pro,Snapdragon 732G,8GB,,256 GB,6.67 inshes ,1219,0.17745,120 Hz,9
Phone,Samsung Galaxy Note 8 SM-N950F,Exynos 8895,6 GB,,64GB,6.3 inshes ,970,0.171,None,13
Phone,Blackview BV6300 PRO,Mediatek MT677,6 GB,,128 GB,5.7 inshes ,792,0.1211,None,5
Phone,Samsung Galaxy Z Flip3 SM-F711B,Snapdragon 888,8 GB,,128 GB,6.7 inshes ,1900,0.37,120 Hz,8
Phone,Xiaomi Redmi Note 12 Pro Plus,Mediatek MT687,8 GB,,256 GB,6.67 inshes ,1699,0.22845,120 Hz,7
Phone,OnePlus Nord 2T,MediaTek Dime,12 GB,,256 GB,6.43 inshes ,1499,0.13695,90 Hz,11
Phone,Samsung Galaxy A32 SM-A325F/DS ,Helio G80,4 GB,, 128 GB,6.4 inshes ,1124,0.1282,90 Hz,15
Phone,Vivo Y33s,Mediatek Helio,8 GB,, 128 GB,6.58  inshes ,835,0.10375,None,10
Phone,Apple iPhone 14 Pro, Apple A16 Bion,6GB,,1 TB,6.1 inshes ,5048,0.7124,120 Hz,14
Phone,iPhone 15 Pro Max ,Snapdragon 7 Gen 1,8 GB,,256 GB,6.7 inshes,4981,0.44255,120 Hz,6
Phone,Samsung Galaxy S24 Ultra SM-S928B,Qualcomm SM865,12 GB,,257 GB,6.8 inshes,5049,0.53995,120 Hz,9
Phone,iPhone 15 Pro,Everest + Sawtooth,6 GB,,128 GB,6.1 inshes,4300,0.336,120 Hz,12
Phone,Apple iPhone 14 Pro,Apple A16 Bionic,6 GB,,256 GB,6.1 inshes,3800,0.65,120 Hz,8
Phone,Samsung Galaxy S24 Plus SM-S926B, Exynos 2400,12 GB,,256 GB,6.7 inshes,3800,0.5865,120 Hz,7
Phone,Apple iPhone 13,Apple A15 Bion,4 GB,,128 GB,6.1 inshes,3200,0.5445,120 Hz,15
Phone,Samsung Galaxy S24 SM-S921B,Exynos 2400,8 GB,,256 GB,6.2 inshes,2900,0.5415,120 Hz,5
Phone,Apple iPhone 15 Pro,Apple A17 Pro,8 GB,,256 GB,6.1 inshes,5600,0.78,120 Hz,14
Phone,Xiaomi Redmi Note 13 Pro 5G,Snapdragon 7s,12 GB,,512 GB,6.67 inshes,1850,0.2605,120 Hz,13
Phone,Samsung Galaxy A55 SM-A556E,Exynos 1480,8 GB,,256 GB,6.6 inshes,1919,0.21995,120 Hz,10
Phone,Galaxy A54 SM-A546E, Exynos 1380,8 GB,,257 GB,6.4 inshes,1609,0.25045,120 Hz,6
Phone,Samsung Galaxy S24 Ultra SM-S928B,Qualcomm SM865,12 GB,,512 GB,6.8 inshes,5625,0.56875,120 Hz,12
Phone,Samsung Galaxy S23 Plus 5G SM-S916B, Snapdragon 8 G,12 GB,,256 GB,6.67 inshes,2793,0.57965,120 Hz,9
Phone,Xiaomi Poco X6 Pro 5G,Mediatek Dimen,12 GB,,512 GB,6.67 inshes,1900,0.157,120 Hz,8
Phone,Samsung Galaxy S22 SM-S901E/DS, Snapdragon 8 G,8 GB,,128 GB,6.1 inshes,3000,0.59,120 Hz,11
Phone,Samsung Galaxy A15 SM-A155F/DS,Mediatek Helio,4 GB,,128 GB,6.5 inshes,880,0.106,90 hz,7
Phone,Samsung Galaxy S23 SM-S911B/DS,Snapdragon 8 G,8 GB,,128 GB,6.1 inshes,3199,0.59995,120 Hz,5
Phone,Apple iPhone 15,Apple A16 Bion,6 GB,,256 GB,6.1 inshes,4460,0.683,120 Hz,14
Phone,Apple iPhone 14,Apple A15 Bion.,6 GB,,128 GB,6.1 inshes,3799,0.57445,120 Hz,10
Phone,Samsung Galaxy S23 FE SM-S711B/DS,Exynos 2200,8 GB,,256 GB,6.6 inshes,2799,0.43645,120 Hz,13
Phone,Samsung Galaxy S22 Ultra SM-S908E/DS 256GB,Snapdragon 8 G,12 GB,,256 GB,6.8 inshes,2620,0.571,120 Hz,12
Phone,Apple iPhone 15 Pro ,Apple A17 Pro,8 GB,,128 GB,6.6 inshes,4890,0.7445,120 Hz,6
Phone,Apple iPhone 15 Pro max ,Apple A17 Pro,8 GB,,512 GB,6.7 inshes,7000,0.85,120 Hz,8
Phone,Xiaomi Redmi Note 13 4G,Snapdragon 685,8 GB,,256 GB,6.6 inshes,1049,0.17395,120 Hz,9
Phone,Xiaomi Poco M6 Pro,Mediatek Helio,12 GB,,512 GB,6.67 inshes,1300,0.127,120 Hz,15
Phone,Samsung Galaxy A55 SM-A556E/DS,Exynos 1480,8 GB,,128 GB,6.6 inshes,1819,0.21495,120 Hz,11
Phone,Google Pixel 8,Google Tensor,8 GB,,256 GB,6.2 inshes,2890,0.398,120 Hz,14
Phone,Xiaomi Redmi 13C,MediaTek MT676,8 GB,,256 GB,6.74 inshes,890,0.1065,90 hz,7
Phone,Apple iPhone 14 Pro Max,Apple A16 Bion,6 GB,,256 GB,6.7 inshes,5400,0.73,120 Hz,10
Phone,Samsung Galaxy S23 SM-S911B/DS,Snapdragon 8 G,8 GB,,256 GB,6.1 inshes,3260,0.603,120 Hz,8
Phone,Samsung Galaxy S24 SM-S921B/DS,Exynos 2400,8 GB,,128 GB,6.1 inshes,3100,0.5515,120 Hz,6
Phone,Apple iPhone 12,Apple A14 Bion,4 GB,,128 GB,6.1 inshes,2690,0.4505,120 Hz,13
Phone,Xiaomi Redmi Note 13 Pro Plus,Mediatek Dimen,12 GB,,512 GB,6.67 inshes,2000,0.162,120 Hz,12
Phone,OnePlus 12,Qualcomm SM865,16 GB,,512 GB,6.82 inshes,3900,0.4825,120 Hz,5
Phone,Samsung Galaxy A34 5G SM-A346E/DSN,Mediatek MT687,6 GB,,128 GB,6.6 inshes,1319,0.20945,120 Hz,11
Phone,Apple iPhone 14,Apple A15 Bion,6 GB,,256 GB,6.1 inshes,3800,0.5745,120 Hz,9
Phone,Samsung Galaxy S21 FE 5G SM-G990E/DS,Exynos 2100,8 GB,,128 GB,6.4 inshes,1915,0.36325,120 Hz,7
Phone,Samsung Galaxy S21 5G SM-G991B/DS ,Exynos 2100,8 GB,,128 GB,6.2 inshes,2649,0.39995,120 Hz,10
Phone,Samsung Galaxy S23 Ultra 5G SM-S918B/DS,Snapdragon 8 G,16 GB,,512 GB,6.8 inshes,5200,0.7,120 Hz,15
Phone,Samsung Galaxy S20 FE 5G SM-G781B/DS,Snapdragon 865,8 GB,,128 GB,6.5 inshes,1550,0.3275,120 Hz,14
Phone,Samsung Galaxy S22 Plus SM-S906E/DS,Snapdragon 8 G,8 GB,,256 GB,6.6 inshes,3700,0.625,120 Hz,6
Phone,Samsung Galaxy A25 SM-A256E/DSN,Exynos 1280,6 GB,,128 GB,6.5 inshes,1150,0.281,120 Hz,12
Phone,Apple iPhone 13 Pro Ma,Apple A15 Bion,6 GB,,256 GB,6.7 inshes,4200,0.5945,120 Hz,8
Phone,Apple iPhone 13 mini,Apple A15 Bion,4 GB,,128 GB,5.4 inshes,2700,0.5195,120 Hz,13
Phone,Google Pixel 7A,Google Tensor,8 GB,,128 GB,6.1 inshes,1449,0.32595,120 Hz,11
Phone,Xiaomi Redmi Note 13 Pro 4G ,Mediatek Helio,8 GB,,256 GB,6.67 inshes,1300,0.127,120 Hz,7
Phone,Samsung Galaxy A05 SM-A055F/DS,Mediatek MT676,4 GB,,128 GB,6.7 inshes,649,0.09445,80 Hz,9
Phone,Samsung Galaxy S21 Ultra 5G SM-G998B/DS,Exynos 2100,12 GB,,256 GB,6.8 inshes,2300,0.3825,120 Hz,14
Phone,Apple iPhone 11,Apple A13 Bion,4 GB,,128 GB,6.1 inshes,1700,0.3465,120 Hz,10
